Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber	Major_CN	Minor_CN
PD53330	PD53330c	chr7	96386769	100903506	1	1	0
PD53330	PD53330c	chr7	100951933	100969846	2	1	1
PD53330	PD53330c	chr7	100995424	106491556	1	1	0
PD53330	PD53330c	chr7	106867612	116680832	3	2	1
PD53330	PD53330c	chr7	116699228	130387792	2	1	1
PD53330	PD53330c	chr7	130475269	159177989	3	2	1
PD53330	PD53330c	chr8	246121	31167138	2	1	1
PD53330	PD53330c	chr8	51817881	85225688	8	8	0
PD53330	PD53330c	chr8	85262094	86121607	8	4	4
PD53330	PD53330c	chr8	86348182	100989767	9	8	1
PD53330	PD53330c	chr8	101057190	102812697	13	13	0
PD53330	PD53330c	chr8	102816534	103183258	12	10	2
PD53330	PD53330c	chr8	103192209	118348623	7	7	0
PD53330	PD53330c	chr8	118379552	120990997	4	4	0
PD53330	PD53330c	chr8	121116021	134761364	7	7	0
PD53330	PD53330c	chr8	134768978	137979262	8	8	0
PD53330	PD53330c	chr8	137986280	143099503	6	6	0
PD53330	PD53330c	chr8	143158243	145055416	4	4	0
PD53330	PD53330c	chr9	103776	42877039	2	1	1
PD53330	PD53330c	chr9	61165843	65991112	2	1	1
PD53330	PD53330c	chr9	66086115	138214529	2	1	1
PD53330	PD53330c	chr10	48005	28440000	2	1	1
PD53330	PD53330c	chr10	28474119	39475690	3	2	1
PD53330	PD53330c	chr10	41859763	42280157	2	1	1
PD53330	PD53330c	chr10	42280230	86876022	2	1	1
PD53330	PD53330c	chr10	86893564	133689483	2	1	1
PD53330	PD53330c	chr11	197557	50512765	2	1	1
PD53330	PD53330c	chr11	54591430	134796351	2	1	1
PD53330	PD53330c	chr12	12233	34265748	2	1	1
PD53330	PD53330c	chr12	37560912	50578754	2	1	1
PD53330	PD53330c	chr12	50593244	53570030	1	1	0
PD53330	PD53330c	chr12	53577471	133227343	2	1	1
PD53330	PD53330c	chr13	18177561	114353954	2	1	1
PD53330	PD53330c	chr14	16098225	16402034	2	1	1
PD53330	PD53330c	chr14	18330620	106874951	2	1	1
PD53330	PD53330c	chr15	19964897	101931064	2	1	1
PD53330	PD53330c	chr16	11651	33770149	2	1	1
PD53330	PD53330c	chr16	34062781	34099274	3	3	0
PD53330	PD53330c	chr16	34120433	35335655	2	1	1
PD53330	PD53330c	chr16	46386256	46401482	2	1	1
PD53330	PD53330c	chr16	46401545	90094421	2	1	1
PD53330	PD53330c	chr17	139090	9305288	2	1	1
PD53330	PD53330c	chr17	10164964	13169066	7	7	0
PD53330	PD53330c	chr17	14192249	17172850	2	1	1
PD53330	PD53330c	chr17	17329265	17512816	6	5	1
PD53330	PD53330c	chr17	17522317	18906451	2	1	1
PD53330	PD53330c	chr17	18908533	20451523	2	1	1
PD53330	PD53330c	chr17	20479727	21266514	7	6	1
PD53330	PD53330c	chr17	21267571	21910294	7	5	2
PD53330	PD53330c	chr17	21966106	22654773	2	1	1
PD53330	PD53330c	chr17	25389878	83135891	2	1	1
PD53330	PD53330c	chr18	69241	129123	5	3	2
PD53330	PD53330c	chr18	147353	15357277	2	1	1
PD53330	PD53330c	chr18	20959507	80232482	2	1	1
PD53330	PD53330c	chr19	285562	727226	2	1	1
PD53330	PD53330c	chr19	727237	968851	3	2	1
PD53330	PD53330c	chr19	971933	24394204	2	1	1
PD53330	PD53330c	chr19	27646364	33597854	5	4	1
PD53330	PD53330c	chr19	33615544	41806878	3	2	1
PD53330	PD53330c	chr19	41809765	47538676	2	1	1
PD53330	PD53330c	chr19	47540986	48067815	1	1	0
PD53330	PD53330c	chr19	48095566	54931106	2	1	1
PD53330	PD53330c	chr19	54931281	56621965	3	2	1
PD53330	PD53330c	chr19	56622889	58586610	2	1	1
PD53330	PD53330c	chr20	101505	26081229	2	1	1
PD53330	PD53330c	chr20	28559245	43175691	2	1	1
PD53330	PD53330c	chr20	43225788	50619941	2	1	1
PD53330	PD53330c	chr20	50641149	51138196	4	3	1
PD53330	PD53330c	chr20	51167749	64302708	2	1	1
PD53330	PD53330c	chr21	5218123	10737147	2	1	1
PD53330	PD53330c	chr21	13000304	46660984	2	1	1
PD53330	PD53330c	chr22	10684424	12801469	3	2	1
PD53330	PD53330c	chr22	15541395	50808384	2	1	1
PD53330	PD53330c	chrX	255859	57985860	1	1	0
PD53330	PD53330c	chrX	63087639	155985886	1	1	0
PD53330	PD53330c	chrY	10785283	56884113	3	2	1
PD53331	PD53331a	chr1	62203	928182	4	2	2
PD53331	PD53331a	chr1	942934	16410051	0	0	0
PD53331	PD53331a	chr1	16429531	16947199	2	2	0
PD53331	PD53331a	chr1	16956078	121308668	1	1	0
PD53331	PD53331a	chr1	125094469	143253209	0	0	0
PD53331	PD53331a	chr1	143570745	149930451	2	1	1
PD53331	PD53331a	chr1	150226710	151830973	0	0	0
PD53331	PD53331a	chr1	151853515	153337680	2	1	1
PD53331	PD53331a	chr1	153345532	156803152	0	0	0
PD53331	PD53331a	chr1	156803185	200297375	2	1	1
PD53331	PD53331a	chr1	200299501	248945567	2	1	1
PD53331	PD53331a	chr2	39356	89759477	2	1	1
PD53331	PD53331a	chr2	89761860	92007009	2	1	1
PD53331	PD53331a	chr2	94216517	132262841	2	1	1
PD53331	PD53331a	chr2	132277628	217847883	2	1	1
PD53331	PD53331a	chr2	217848003	219574140	0	0	0
PD53331	PD53331a	chr2	219578202	242183396	2	1	1
PD53331	PD53331a	chr3	13132	9288371	2	1	1
PD53331	PD53331a	chr3	9297960	46682061	2	1	1
PD53331	PD53331a	chr3	46682173	59416791	1	1	0
PD53331	PD53331a	chr3	59429812	90613961	3	2	1
PD53331	PD53331a	chr3	91404517	186998568	2	1	1
PD53331	PD53331a	chr3	187012514	195608718	2	1	1
PD53331	PD53331a	chr3	195618957	198114538	0	0	0
PD53331	PD53331a	chr4	13969	124000	4	2	2
PD53331	PD53331a	chr4	157460	9755861	2	1	1
PD53331	PD53331a	chr4	9757791	38932105	3	2	1
PD53331	PD53331a	chr4	38932238	40716010	0	0	0
PD53331	PD53331a	chr4	40752637	49092915	2	1	1
PD53331	PD53331a	chr4	49093016	49154530	1	1	0
PD53331	PD53331a	chr4	49157790	49711644	2	2	0
PD53331	PD53331a	chr4	51838815	57135716	2	1	1
PD53331	PD53331a	chr4	57136008	190179679	3	2	1
PD53331	PD53331a	chr5	44922	46206800	2	1	1
PD53331	PD53331a	chr5	49601562	49666191	0	0	0
PD53331	PD53331a	chr5	50387241	81322915	2	1	1
PD53331	PD53331a	chr5	81335502	131048267	3	2	1
PD53331	PD53331a	chr5	131109451	181281936	2	1	1
PD53331	PD53331a	chr6	168197	30341328	2	1	1
PD53331	PD53331a	chr6	30346830	32473323	0	0	0
PD53331	PD53331a	chr6	32473373	32553964	3	3	0
PD53331	PD53331a	chr6	32558151	32661096	4	4	0
PD53331	PD53331a	chr6	32661805	44249637	1	1	0
PD53331	PD53331a	chr6	44253152	58167711	3	2	1
PD53331	PD53331a	chr6	60291702	73166208	4	2	2
PD53331	PD53331a	chr6	73187217	73759137	0	0	0
PD53331	PD53331a	chr6	73760178	170584287	2	1	1
PD53331	PD53331a	chr7	35411	5092374	0	0	0
PD53331	PD53331a	chr7	5099957	6837888	0	0	0
PD53331	PD53331a	chr7	6851766	55409332	2	1	1
PD53331	PD53331a	chr7	55418458	58100284	0	0	0
PD53331	PD53331a	chr7	60958067	72280714	1	1	0
PD53331	PD53331a	chr7	72323794	76622464	0	0	0
PD53331	PD53331a	chr7	76623230	97883653	3	2	1
PD53331	PD53331a	chr7	97886001	102653921	0	0	0
PD53331	PD53331a	chr7	102665342	108184380	2	1	1
PD53331	PD53331a	chr7	108184445	127615741	4	2	2
PD53331	PD53331a	chr7	127624310	141708781	2	1	1
PD53331	PD53331a	chr7	141719670	152231395	2	1	1
PD53331	PD53331a	chr7	152231598	152673380	0	0	0
PD53331	PD53331a	chr7	152676148	159324276	2	1	1
PD53331	PD53331a	chr8	75951	12132805	2	1	1
PD53331	PD53331a	chr8	12137448	12668246	4	4	0
PD53331	PD53331a	chr8	12682009	21505610	2	1	1
PD53331	PD53331a	chr8	21511688	43672909	2	1	1
PD53331	PD53331a	chr8	46201974	140017876	3	2	1
PD53331	PD53331a	chr8	140024092	144931953	1	1	0
PD53331	PD53331a	chr8	144935452	145066250	5	3	2
PD53331	PD53331a	chr9	12863	32557755	3	2	1
PD53331	PD53331a	chr9	32561619	38648423	2	1	1
PD53331	PD53331a	chr9	38648459	42975562	3	2	1
PD53331	PD53331a	chr9	43038164	67881655	2	2	0
PD53331	PD53331a	chr9	68270861	120408455	2	1	1
PD53331	PD53331a	chr9	120409378	138175831	1	1	0
PD53331	PD53331a	chr10	1340222	39131358	2	1	1
PD53331	PD53331a	chr10	41859953	41914709	2	2	0
PD53331	PD53331a	chr10	42185416	48031373	2	1	1
PD53331	PD53331a	chr10	48146842	62655424	3	2	1
PD53331	PD53331a	chr10	62657529	104991877	2	1	1
PD53331	PD53331a	chr10	104995438	133689420	2	1	1
PD53331	PD53331a	chr11	133366	1584926	0	0	0
PD53331	PD53331a	chr11	1597972	4347290	3	3	0
PD53331	PD53331a	chr11	4367675	9079663	2	1	1
PD53331	PD53331a	chr11	9085417	9929282	0	0	0
PD53331	PD53331a	chr11	9939325	34896828	2	1	1
PD53331	PD53331a	chr11	34896996	43863358	4	2	2
PD53331	PD53331a	chr11	43871543	50512765	2	1	1
PD53331	PD53331a	chr11	54603136	61017566	2	1	1
PD53331	PD53331a	chr11	61017880	78569533	1	1	0
PD53331	PD53331a	chr11	78727231	135057684	2	1	1
PD53331	PD53331a	chr12	12749	56084	4	4	0
PD53331	PD53331a	chr12	107657	9007638	2	1	1
PD53331	PD53331a	chr12	9008811	31103141	2	1	1
PD53331	PD53331a	chr12	31103285	34614556	2	1	1
PD53331	PD53331a	chr12	37418138	48483273	2	1	1
PD53331	PD53331a	chr12	48486168	51830713	0	0	0
PD53331	PD53331a	chr12	51855219	57809571	1	1	0
PD53331	PD53331a	chr12	57814381	63930217	2	1	1
PD53331	PD53331a	chr12	63989890	125212877	1	1	0
PD53331	PD53331a	chr12	125299023	131917139	2	1	1
PD53331	PD53331a	chr12	131944219	133239285	0	0	0
PD53331	PD53331a	chr13	18177561	50039922	2	1	1
PD53331	PD53331a	chr13	50100645	94563254	4	2	2
PD53331	PD53331a	chr13	94564267	114353954	2	1	1
PD53331	PD53331a	chr14	16401976	16402213	9	5	4
PD53331	PD53331a	chr14	18289828	19679159	3	3	0
PD53331	PD53331a	chr14	19679949	24897149	2	1	1
PD53331	PD53331a	chr14	25100968	30077214	4	2	2
PD53331	PD53331a	chr14	30172583	78297601	2	1	1
PD53331	PD53331a	chr14	78320855	88292584	4	2	2
PD53331	PD53331a	chr14	88292625	105880937	2	1	1
PD53331	PD53331a	chr14	105894574	106874890	4	2	2
PD53331	PD53331a	chr15	20012715	23339726	1	1	0
PD53331	PD53331a	chr15	23440059	38698602	2	1	1
PD53331	PD53331a	chr15	39816846	47070825	1	1	0
PD53331	PD53331a	chr15	47070840	101915184	2	1	1
PD53331	PD53331a	chr16	11602	55325	4	2	2
PD53331	PD53331a	chr16	55444	28276962	1	1	0
PD53331	PD53331a	chr16	28283174	34267372	0	0	0
PD53331	PD53331a	chr16	34573054	34595573	0	0	0
PD53331	PD53331a	chr16	34653075	36162586	4	2	2
PD53331	PD53331a	chr16	46386441	46552081	0	0	0
PD53331	PD53331a	chr16	46608374	56834788	2	1	1
PD53331	PD53331a	chr16	56838810	58813313	0	0	0
PD53331	PD53331a	chr16	58868014	66214417	5	5	0
PD53331	PD53331a	chr16	66370293	76048127	0	0	0
PD53331	PD53331a	chr16	76074687	90099701	1	1	0
PD53331	PD53331a	chr17	137603	21313652	1	1	0
PD53331	PD53331a	chr17	21319053	25074459	2	2	0
PD53331	PD53331a	chr17	25389878	26939415	2	2	0
PD53331	PD53331a	chr17	26952386	68626231	1	1	0
PD53331	PD53331a	chr17	68659601	72608995	2	1	1
PD53331	PD53331a	chr17	72701996	83158753	0	0	0
PD53331	PD53331a	chr18	47492	15341512	2	1	1
PD53331	PD53331a	chr18	21011511	24371997	2	1	1
PD53331	PD53331a	chr18	24385197	80174701	3	2	1
PD53331	PD53331a	chr19	107329	19569841	0	0	0
PD53331	PD53331a	chr19	19571732	24394098	2	1	1
PD53331	PD53331a	chr19	27392054	32607726	2	1	1
PD53331	PD53331a	chr19	32607964	41424491	0	0	0
PD53331	PD53331a	chr19	41577143	43444262	2	1	1
PD53331	PD53331a	chr19	43444318	43705462	0	0	0
PD53331	PD53331a	chr19	43705828	44700567	2	1	1
PD53331	PD53331a	chr19	44703262	50943809	0	0	0
PD53331	PD53331a	chr19	50975655	53450079	0	0	0
PD53331	PD53331a	chr19	53450098	54122675	0	0	0
PD53331	PD53331a	chr19	54126322	54850487	0	0	0
PD53331	PD53331a	chr19	54851264	56027918	0	0	0
PD53331	PD53331a	chr19	56033012	58586610	0	0	0
PD53331	PD53331a	chr20	101574	6803586	1	1	0
PD53331	PD53331a	chr20	6809605	26129638	2	1	1
PD53331	PD53331a	chr20	28559278	30920342	1	1	0
PD53331	PD53331a	chr20	30920367	31074237	0	0	0
PD53331	PD53331a	chr20	31244855	53944833	1	1	0
PD53331	PD53331a	chr20	53960696	63569507	2	1	1
PD53331	PD53331a	chr20	63591754	64105965	6	6	0
PD53331	PD53331a	chr20	64141688	64302606	4	2	2
PD53331	PD53331a	chr21	5034010	10737300	2	2	0
PD53331	PD53331a	chr21	13000242	35788948	2	1	1
PD53331	PD53331a	chr21	35944595	46697396	2	1	1
PD53331	PD53331a	chr22	10684417	12797396	2	1	1
PD53331	PD53331a	chr22	15541395	50808384	1	1	0
PD53331	PD53331a	chrX	255804	2777823	0	0	0
PD53331	PD53331a	chrX	15267094	55412788	2	2	0
PD53331	PD53331a	chrX	65956689	155997942	2	2	0
PD53331	PD53331a	chrY	6513853	9458464	2	2	0
PD53331	PD53331a	chrY	10785299	11455512	1	1	0
PD53331	PD53331a	chrY	11531610	11747688	0	0	0
PD53331	PD53331a	chrY	11788301	56886963	2	2	0
PD53332	PD53332d	chr1	69511	15690069	2	2	0
PD53332	PD53332d	chr1	15711330	16945941	4	2	2
PD53332	PD53332d	chr1	16946998	51846294	4	2	2
PD53332	PD53332d	chr1	51858100	121530950	4	2	2
PD53332	PD53332d	chr1	123926271	204900879	6	4	2
PD53332	PD53332d	chr1	204906904	248945592	4	2	2
PD53332	PD53332d	chr2	576262	90234102	4	2	2
PD53332	PD53332d	chr2	90280275	92006131	4	3	1
PD53332	PD53332d	chr2	94190317	196343807	4	2	2
PD53332	PD53332d	chr2	196379401	219637693	6	4	2
PD53332	PD53332d	chr2	219640699	242183396	2	2	0
PD53332	PD53332d	chr3	51248	2811186	6	3	3
PD53332	PD53332d	chr3	2821170	29206534	6	4	2
PD53332	PD53332d	chr3	29309610	49358048	4	2	2
PD53332	PD53332d	chr3	49390500	50381116	5	3	2
PD53332	PD53332d	chr3	50387746	90507212	4	2	2
PD53332	PD53332d	chr3	91357428	195620256	4	2	2
PD53332	PD53332d	chr3	195620335	198150609	4	2	2
PD53332	PD53332d	chr4	46242	49023704	4	2	2
PD53332	PD53332d	chr4	49092145	49711855	6	3	3
PD53332	PD53332d	chr4	52076798	54630024	4	2	2
PD53332	PD53332d	chr4	54636336	55331249	13	11	2
PD53332	PD53332d	chr4	55335180	58507284	5	3	2
PD53332	PD53332d	chr4	58690121	189881435	2	2	0
PD53332	PD53332d	chr4	189889418	190179679	3	2	1
PD53332	PD53332d	chr5	36595	1323708	12	10	2
PD53332	PD53332d	chr5	1325652	3279541	8	6	2
PD53332	PD53332d	chr5	3309342	4975561	7	5	2
PD53332	PD53332d	chr5	5095158	7690641	7	5	2
PD53332	PD53332d	chr5	7693672	9914358	5	3	2
PD53332	PD53332d	chr5	10000705	16347124	2	2	0
PD53332	PD53332d	chr5	16407431	28036481	11	9	2
PD53332	PD53332d	chr5	28084347	32987167	5	3	2
PD53332	PD53332d	chr5	33062083	35860966	14	12	2
PD53332	PD53332d	chr5	35873503	35965509	4	2	2
PD53332	PD53332d	chr5	35967898	36301272	11	9	2
PD53332	PD53332d	chr5	36361548	39019749	6	4	2
PD53332	PD53332d	chr5	39021267	40212797	15	13	2
PD53332	PD53332d	chr5	40259537	41160209	5	3	2
PD53332	PD53332d	chr5	41184533	42565725	2	2	0
PD53332	PD53332d	chr5	42627926	46381357	4	2	2
PD53332	PD53332d	chr5	49599598	49666191	6	4	2
PD53332	PD53332d	chr5	50399927	138627112	2	2	0
PD53332	PD53332d	chr5	138635834	181281814	4	2	2
PD53332	PD53332d	chr6	203845	356417	2	1	1
PD53332	PD53332d	chr6	367109	2796389	2	2	0
PD53332	PD53332d	chr6	2834031	3085243	6	3	3
PD53332	PD53332d	chr6	3113038	3177634	3	3	0
PD53332	PD53332d	chr6	3205388	7269315	4	2	2
PD53332	PD53332d	chr6	7271371	7349670	2	2	0
PD53332	PD53332d	chr6	7373016	8449027	7	5	2
PD53332	PD53332d	chr6	8458777	10929053	9	7	2
PD53332	PD53332d	chr6	10931077	17992728	11	9	2
PD53332	PD53332d	chr6	17998981	23739757	6	4	2
PD53332	PD53332d	chr6	23761067	26197265	3	2	1
PD53332	PD53332d	chr6	26198688	30857964	5	3	2
PD53332	PD53332d	chr6	30860356	32567411	7	5	2
PD53332	PD53332d	chr6	32567500	32618701	7	6	1
PD53332	PD53332d	chr6	32619388	40577303	7	5	2
PD53332	PD53332d	chr6	40577370	43072240	4	2	2
PD53332	PD53332d	chr6	43092156	43411463	9	7	2
PD53332	PD53332d	chr6	43431673	44450183	5	3	2
PD53332	PD53332d	chr6	44469418	45219778	10	8	2
PD53332	PD53332d	chr6	45228971	48141006	5	3	2
PD53332	PD53332d	chr6	48149949	50570783	9	7	2
PD53332	PD53332d	chr6	50668895	58414791	6	4	2
PD53332	PD53332d	chr6	60247215	60932089	16	15	1
PD53332	PD53332d	chr6	60944455	63627380	13	11	2
PD53332	PD53332d	chr6	63655372	67220254	6	5	1
PD53332	PD53332d	chr6	67770455	170594710	2	2	0
PD53332	PD53332d	chr7	50354	58100692	4	2	2
PD53332	PD53332d	chr7	60958088	152380007	4	2	2
PD53332	PD53332d	chr7	152380115	152416493	6	4	2
PD53332	PD53332d	chr7	152417423	159234700	4	2	2
PD53332	PD53332d	chr8	232794	7419538	4	4	0
PD53332	PD53332d	chr8	7419620	8146118	4	2	2
PD53332	PD53332d	chr8	8161203	12185296	4	4	0
PD53332	PD53332d	chr8	12185371	12588269	6	4	2
PD53332	PD53332d	chr8	12591386	43463324	4	4	0
PD53332	PD53332d	chr8	45952323	58321189	4	4	0
PD53332	PD53332d	chr8	58349632	95566372	6	6	0
PD53332	PD53332d	chr8	95684409	95738356	20	10	10
PD53332	PD53332d	chr8	96081757	145066250	6	6	0
PD53332	PD53332d	chr9	205329	13178115	4	2	2
PD53332	PD53332d	chr9	13196442	33557461	2	1	1
PD53332	PD53332d	chr9	33558027	38766868	3	2	1
PD53332	PD53332d	chr9	38812863	42877909	3	2	1
PD53332	PD53332d	chr9	43242650	66636022	4	2	2
PD53332	PD53332d	chr9	66636108	138120899	3	2	1
PD53332	PD53332d	chr9	138141483	138177317	4	3	1
PD53332	PD53332d	chr10	47485	39131435	3	2	1
PD53332	PD53332d	chr10	41858434	42280020	4	2	2
PD53332	PD53332d	chr10	42280157	55923684	3	2	1
PD53332	PD53332d	chr10	55967311	133689420	4	3	1
PD53332	PD53332d	chr11	197557	1011490	2	2	0
PD53332	PD53332d	chr11	1016665	1018295	3	2	1
PD53332	PD53332d	chr11	1018355	50339481	2	2	0
PD53332	PD53332d	chr11	54592419	56105858	4	2	2
PD53332	PD53332d	chr11	56122419	56219495	11	9	2
PD53332	PD53332d	chr11	56232474	56971613	6	3	3
PD53332	PD53332d	chr11	56989090	57552571	11	9	2
PD53332	PD53332d	chr11	57553140	58022275	19	17	2
PD53332	PD53332d	chr11	58029999	58358832	4	2	2
PD53332	PD53332d	chr11	58366265	58530202	17	15	2
PD53332	PD53332d	chr11	58549361	66120945	2	2	0
PD53332	PD53332d	chr11	66123956	66638085	20	18	2
PD53332	PD53332d	chr11	66668975	67878446	8	6	2
PD53332	PD53332d	chr11	67879740	68102980	12	10	2
PD53332	PD53332d	chr11	68110837	69098552	18	16	2
PD53332	PD53332d	chr11	69134647	70439223	10	8	2
PD53332	PD53332d	chr11	70439446	74974763	8	6	2
PD53332	PD53332d	chr11	74995838	80444355	17	15	2
PD53332	PD53332d	chr11	80530581	86412425	2	2	0
PD53332	PD53332d	chr11	86421396	87469519	12	10	2
PD53332	PD53332d	chr11	87497871	134392674	2	2	0
PD53332	PD53332d	chr12	12233	34276724	4	2	2
PD53332	PD53332d	chr12	37431985	133237519	4	2	2
PD53332	PD53332d	chr13	18177561	40963715	4	2	2
PD53332	PD53332d	chr13	40989015	88512984	3	2	1
PD53332	PD53332d	chr13	88513237	114332365	4	2	2
PD53332	PD53332d	chr14	16037128	16099245	7	6	1
PD53332	PD53332d	chr14	18330642	19678869	2	1	1
PD53332	PD53332d	chr14	19679217	105226360	2	2	0
PD53332	PD53332d	chr14	105402480	106875065	2	1	1
PD53332	PD53332d	chr15	19932762	20572607	4	3	1
PD53332	PD53332d	chr15	20593736	78011937	4	2	2
PD53332	PD53332d	chr15	78019623	78558005	6	4	2
PD53332	PD53332d	chr15	78565597	101876423	4	2	2
PD53332	PD53332d	chr16	11641	8975853	3	2	1
PD53332	PD53332d	chr16	8978729	13203385	4	2	2
PD53332	PD53332d	chr16	13383944	32101867	2	2	0
PD53332	PD53332d	chr16	32101910	35391664	3	2	1
PD53332	PD53332d	chr16	36853598	46401607	5	4	1
PD53332	PD53332d	chr16	46571547	70120301	2	2	0
PD53332	PD53332d	chr16	70123202	70166179	3	3	0
PD53332	PD53332d	chr16	70199276	90096004	2	2	0
PD53332	PD53332d	chr17	132129	21303342	4	2	2
PD53332	PD53332d	chr17	21303396	24421526	5	3	2
PD53332	PD53332d	chr17	25920193	61147757	4	2	2
PD53332	PD53332d	chr17	61151716	64139161	6	4	2
PD53332	PD53332d	chr17	64154713	83146499	4	2	2
PD53332	PD53332d	chr18	47554	2503030	5	3	2
PD53332	PD53332d	chr18	2503166	3751404	9	7	2
PD53332	PD53332d	chr18	3781041	15341512	5	3	2
PD53332	PD53332d	chr18	20946254	67789067	5	3	2
PD53332	PD53332d	chr18	67807084	80261982	9	7	2
PD53332	PD53332d	chr19	282753	24394059	4	2	2
PD53332	PD53332d	chr19	27646333	58545676	4	2	2
PD53332	PD53332d	chr20	87623	26274736	4	2	2
PD53332	PD53332d	chr20	28559256	64208267	4	2	2
PD53332	PD53332d	chr20	64211842	64328010	2	2	0
PD53332	PD53332d	chr21	5218123	10769869	4	2	2
PD53332	PD53332d	chr21	13000375	15268907	4	2	2
PD53332	PD53332d	chr21	15271376	41115459	8	6	2
PD53332	PD53332d	chr21	41115469	41918291	7	6	1
PD53332	PD53332d	chr21	41918746	46689753	8	6	2
PD53332	PD53332d	chr22	10664499	12801199	4	3	1
PD53332	PD53332d	chr22	15551143	50808390	6	4	2
PD53332	PD53332d	chrX	233678	58097873	3	2	1
PD53332	PD53332d	chrX	62594712	156004380	3	2	1
PD53332	PD53332d	chrY	10796678	56887165	5	3	2
PD53332	PD53332e	chr1	61987	122777509	2	1	1
PD53332	PD53332e	chr1	123926271	145548765	2	1	1
PD53332	PD53332e	chr1	145649167	247120966	2	1	1
PD53332	PD53332e	chr1	247123474	248945592	2	1	1
PD53332	PD53332e	chr2	301784	89766676	2	1	1
PD53332	PD53332e	chr2	89771601	92012930	2	1	1
PD53332	PD53332e	chr2	94190317	242183396	2	1	1
PD53332	PD53332e	chr3	10374	90507212	2	1	1
PD53332	PD53332e	chr3	91445573	198150609	2	1	1
PD53332	PD53332e	chr4	47230	49023704	2	1	1
PD53332	PD53332e	chr4	49092145	49158729	6	3	3
PD53332	PD53332e	chr4	49158738	49711665	3	3	0
PD53332	PD53332e	chr4	52076798	54072119	2	1	1
PD53332	PD53332e	chr4	54087245	55376000	5	4	1
PD53332	PD53332e	chr4	55380453	190179679	2	1	1
PD53332	PD53332e	chr5	36595	46381357	2	1	1
PD53332	PD53332e	chr5	49599598	49666465	5	4	1
PD53332	PD53332e	chr5	49666466	181281814	2	1	1
PD53332	PD53332e	chr6	194555	8603114	2	1	1
PD53332	PD53332e	chr6	8696989	10806704	4	3	1
PD53332	PD53332e	chr6	10807624	11233518	6	5	1
PD53332	PD53332e	chr6	11287099	18847828	2	1	1
PD53332	PD53332e	chr6	18899138	19544531	6	5	1
PD53332	PD53332e	chr6	19613478	24406525	4	2	2
PD53332	PD53332e	chr6	24408316	58380586	2	1	1
PD53332	PD53332e	chr6	60291702	63016257	2	1	1
PD53332	PD53332e	chr6	63020988	63604936	8	7	1
PD53332	PD53332e	chr6	63655372	66573143	4	2	2
PD53332	PD53332e	chr6	66663844	67195888	14	12	2
PD53332	PD53332e	chr6	67428683	170732093	2	1	1
PD53332	PD53332e	chr7	50354	58100692	2	1	1
PD53332	PD53332e	chr7	60958088	151437902	2	1	1
PD53332	PD53332e	chr7	151442440	159234700	2	1	1
PD53332	PD53332e	chr8	232794	43500515	2	1	1
PD53332	PD53332e	chr8	46033949	145066250	2	1	1
